indice_tiempo_instruccion,fecha_zarpada,pais_zarpada_id,pais_zarpada_nombre,puerto_zarpada_nombre,puerto_zarpada_latitud,puerto_zarpada_longitud,indice_tiempo_arribo,pais_arribo_id,pais_arribo_nombre,puerto_arribo_nombre,puerto_arribo_latitud,puerto_arribo_longitud,dias_navegacion,dias_puerto,millas_nauticas
2010,2010-05-23,205,Republica de Colombia,Cartagena de Indias,+10° 24´ 09´´ (N),-075° 31´ 12´´ (W),2010-05-29,226,Republica Bolivariana de Venezuela,La Guaira,+10° 36´ 00´´ (N),-066° 55´ 59´´ (W),6,4,1083
2010,2010-06-02,226,Republica Bolivariana de Venezuela,La Guaira,+10° 36´ 00´´ (N),-066° 55´ 59´´ (W),2010-06-13,203,Republica Federativa del Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),11,4,686
2010,2010-06-17,203,Republica Federativa de Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),2010-07-01,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),14,3,2038
2010,2010-07-04,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),2010-07-06,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2,,133
2011,2011-05-28,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2011-06-04,200,Republica Argentina,Mar del Plata,-38° 01´ 59´´ (S),-057° 31´ 59´´ (W),7,2,908
2011,2011-06-06,200,Republica Argentina,Mar del Plata,-38° 01´ 59´´ (S),-057° 31´ 59´´ (W),2011-06-15,203,Republica Federativa del Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),9,3,1239
2011,2011-06-18,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),2011-06-26,203,Republica Federativa del Brasil,Recife,-08° 02´ 01´´ (S),-034° 52´ 29´´ (W),8,4,1203
2011,2011-06-30,203,Republica Federativa de Brasil,Recife,-08° 02´ 01´´ (S),-034° 52´ 29´´ (W),2011-07-10,232,Surinam,Paramaribo,+05° 52´ 50´´ (N),-055° 12´ 52´´ (W),10,3,1871
2011,2011-07-13,232,Surinam,Paramaribo,+05° 52´ 50´´ (N),-055° 12´ 52´´ (W),2011-07-15,214,Guyana,George Town,+06° 48´ 55´´ (N),-058° 09´ 15´´ (W),2,4,227
2011,2011-07-19,214,Guyana,George Town,+06° 48´ 55´´ (N),-058° 09´ 15´´ (W),2011-07-25,226,Republica Bolivariana de Venezuela,La Guaira,+10° 36´ 00´´ (N),-066° 55´ 59´´ (W),6,4,733
2011,2011-07-29,226,Republica Bolivariana de Venezuela,La Guaira,+10° 36´ 00´´ (N),-066° 55´ 59´´ (W),2011-08-02,205,Republica de Colombia,Cartagena de Indias,+10° 24´ 09´´ (N),-075° 31´ 12´´ (W),4,3,654
2011,2011-08-05,205,Republica de Colombia,Cartagena de Indias,+10° 24´ 09´´ (N),-075° 31´ 12´´ (W),2011-08-13,210,Republica de Ecuador,Guayaquil,-02° 14´ 25´´ (S),-079° 52´ 53´´ (W),8,3,1275
2011,2011-08-16,210,Republica de Ecuador,Guayaquil,-02° 14´ 25´´ (S),-079° 52´ 53´´ (W),2011-08-21,222,Republica de Peru,El Callao,-12° 03´ 13´´ (S),-077° 07´ 16´´ (W),5,3,785
2011,2011-08-24,222,Republica de Peru,El Callao,-12° 03´ 13´´ (S),-077° 07´ 16´´ (W),2011-09-03,208,Republica de Chile,Valparaiso,-33° 03´ 01´´ (S),-071° 38´ 20´´ (W),10,4,1366
2011,2011-09-07,208,Republica de Chile,Valparaiso,-33° 03´ 01´´ (S),-071° 38´ 20´´ (W),2011-09-17,208,Republica de Chile,Punta Arenas,-53° 06´ 06´´ (S),-070° 56´ 28´´ (W),10,2,1571
2011,2011-09-19,208,Republica de Chile,Punta Arenas,-53° 06´ 06´´ (S),-070° 56´ 28´´ (W),2011-09-21,200,Republica Argentina,Ushuaia,-54° 47´ 17´´ (S),-068° 17´ 40´´ (W),2,5,266
2011,2011-09-26,200,Republica Argentina,Ushuaia,-54° 47´ 17´´ (S),-068° 17´ 40´´ (W),2011-09-28,200,Republica Argentina,San Julian,-49° 18´ 0´´ (S),-067° 43´ 00´´ (W),2,0,525
2011,2011-09-28,200,Republica Argentina,San Julian,-49° 18´ 0´´  (S),-067° 43´ 00´´ (W),2011-09-30,200,Republica Argentina,Comodoro Rivadavia,-47° 49´ 37´´ (S),-067° 29´ 37´´ (W),2,1,345
2011,2011-10-01,200,Republica Argentina,Comodoro Rivadavia,-47° 49´ 37´´ (S),-067° 29´ 37´´ (W),2011-10-04,200,Republica Argentina,Puerto Madryn,-42° 44´ 36´´ (S),-065° 03´ 19´´ (W),3,3,304
2011,2011-10-07,200,Republica Argentina,Puerto Madryn,-42° 44´ 36´´ (S),-065° 03´ 19´´ (W),2011-10-10,200,Republica Argentina,Bahia Blanca,-38° 46´ 59´´ (S),-062° 16´ 00´´ (W),3,3,356
2011,2011-10-13,200,Republica Argentina,Bahia Blanca,-38° 46´ 59´´ (S),-062° 16´ 00´´ (W),2011-10-17,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),4,3,516
2011,2011-10-20,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),2011-10-22,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2,,144
2012,2012-06-02,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2012-06-14,203,Republica Federativa del Brasil,Salvador de Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),12,4,2113
2012,2012-06-18,203,Republica Federativa de Brasil,Salvador de Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),2012-07-02,232,Surinam,Paramaribo,+05° 52´ 50´´ (N),-055° 12´ 52´´ (W),14,2,3169
2012,2012-07-04,232,Surinam,Paramaribo,+05° 52´ 50´´ (N),-055° 12´ 52´´ (W),2012-07-05,214,Guyana,George Town,+06° 48´ 55´´ (N),-058° 09´ 15´´ (W),1,2,244
2012,2012-07-07,214,Guyana,George Town,+06° 48´ 55´´ (N),-058° 09´ 15´´ (W),2012-07-13,226,Republica Bolivariana de Venezuela,La Guaira,+10° 36´ 00´´ (N),-066° 55´ 59´´ (W),6,5,1065
2012,2012-07-18,226,Republica Bolivariana de Venezuela,La Guaira,+10° 36´ 00´´ (N),-066° 55´ 59´´ (W),2012-08-07,425,Republica Portuguesa,Funchal ,+32° 38´ 52´´ (N),-016° 54´ 38´´ (W),20,3,3756
2012,2012-08-10,425,Republica Portuguesa,Funchal ,+32° 38´ 52´´ (N),-016° 54´ 38´´ (W),2012-08-15,425,Republica Portuguesa,Lisboa,+38° 42´ 52´´ (N),-009° 09´ 40´´ (W),5,5,705
2012,2012-08-20,425,Republica Portuguesa,Lisboa,+38° 42´ 52´´ (N),-009° 09´ 40´´ (W),2012-08-22,410,Reino de Espania,Cadiz,+36° 31´ 21´´ (N),-006° 16´ 53´´ (W),2,5,299
2012,2012-08-27,410,Reino de Espania,Cadiz,+36° 31´ 21´´ (N),-006° 16´ 53´´ (W),2012-08-30,127,Reino de Marruecos,Casablanca,+33° 34´ 42´´ (N),-007° 37´ 28´´ (W),3,4,351
2012,2012-09-03,127,Reino de Marruecos,Casablanca,+33° 34´ 42´´ (N),-007° 37´ 28´´ (W),2012-09-07,410,Reino de Espania,Las Palmas de Gran Canaria,+28° 07´ 43´´ (N),-015° 25´ 49´´ (W),4,3,599
2012,2012-09-10,410,Reino de Espania,Las Palmas de Gran Canaria,+28° 07´ 43´´ (N),-015° 25´ 49´´ (W),2012-09-17,134,Republica de Senegal,Dakar,+14° 40´ 56´´ (N),-017° 26´ 26´´ (W),7,3,1216
2012,2012-09-20,134,Republica de Senegal,Dakar,+14° 40´ 56´´ (N),-017° 26´ 26´´ (W),2012-10-01,117,Ghana,Tema,+05° 37´ 59´´ (N),+000° 01´ 00´´ (E),11,79,2162
2012,2012-12-19,117,Ghana,Tema,+05° 37´ 59´´ (N),+000° 01´ 00´´ (E),2013-01-09,200,Republica Argentina,Mar del Plata,-38° 01´ 59´´ (S),-057° 31´ 59´´ (W),21,,4332
2014,2014-02-01,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2014-02-11,203,Republica Federativa del Brasil,Itajai,-26° 54´ 00´´ (S),-048° 39´ 00´´ (W),10,7,1119
2014,2014-02-18,203,Republica Federativa de Brasil,Itajai,-26° 54´ 00´´ (S),-048° 39´ 00´´ (W),2014-02-21,225,Republica Oriental del Uruguay,Punta del Este,-34° 56´ 20´´ (S),-054° 56´ 30´´ (W),3,3,689
2014,2014-02-24,225,Republica Oriental del Uruguay,Punta del Este,-34° 56´ 20´´ (S),-054° 56´ 30´´ (W),2014-02-28,200,Republica Argentina,Mar del Plata,-38° 01´ 59´´ (S),-057° 31´ 59´´ (W),4,5,318
2014,2014-03-05,200,Republica Argentina,Mar del Plata,-38° 01´ 59´´ (S),-057° 31´ 59´´ (W),2014-03-14,200,Republica Argentina,Ushuaia,-54° 47´ 17´´ (S),-068° 17´ 40´´ (W),9,3,1469
2014,2014-03-17,200,Republica Argentina,Ushuaia,-54° 47´ 17´´ (S),-068° 17´ 40´´ (W),2014-03-21,208,Republica de Chile,Punta Arenas,-53° 06´ 06´´ (S),-070° 56´ 28´´ (W),4,3,547
2014,2014-03-24,208,Republica de Chile,Punta Arenas,-53° 06´ 06´´ (S),-070° 56´ 28´´ (W),2014-04-02,208,Republica de Chile,Talcahuano,-36° 41´ 08´´ (S),-073° 06´ 20´´ (W),9,4,1591
2014,2014-04-06,208,Republica de Chile,Talcahuano,-36° 41´ 08´´ (S),-073° 06´ 20´´ (W),2014-04-08,208,Republica de Chile,Valparaiso,-33° 03´ 01´´ (S),-071° 38´ 20´´ (W),2,5,267
2014,2014-04-13,208,Republica de Chile,Valparaiso,-33° 03´ 01´´ (S),-071° 38´ 20´´ (W),2014-04-24,222,Republica de Peru,El Callao,-12° 03´ 13´´ (S),-077° 07´ 16´´ (W),11,4,1557
2014,2014-04-28,222,Republica de Peru,El Callao,-12° 03´ 13´´ (S),-077° 07´ 16´´ (W),2014-05-03,210,Republica de Ecuador,Manta,-00° 56´ 59´´ (S),-080° 42´ 58´´ (W),5,4,780
2014,2014-05-07,210,Republica de Ecuador,Manta,-00° 56´ 59´´ (S),-080° 42´ 58´´ (W),2014-05-15,205,Republica de Colombia,Cartagena de Indias,+10° 24´ 09´´ (N),-075° 31´ 12´´ (W),8,4,990
2014,2014-05-19,205,Republica de Colombia,Cartagena de Indias,+10° 24´ 09´´ (N),-075° 31´ 12´´ (W),2014-05-25,226,Republica Bolivariana de Venezuela,La Guaira,+10° 36´ 00´´ (N),-066° 55´ 59´´ (W),6,3,789
2014,2014-05-28,226,Republica Bolivariana de Venezuela,La Guaira,+10° 36´ 00´´ (N),-066° 55´ 59´´ (W),2014-06-01,209,Republica Dominicana,Santo Domingo,+18° 28´ 17´´ (N),-069° 52´ 29´´ (W),4,3,650
2014,2014-06-04,209,Republica Dominicana,Santo Domingo,+18° 28´ 17´´ (N),-069° 52´ 29´´ (W),2014-06-18,218,Estados Unidos Mexicanos,Veracruz,+19° 12´ 00´´ (N),-096° 07´ 59´´ (W),14,6,2060
2014,2014-06-24,218,Estados Unidos Mexicanos,Veracruz,+19° 12´ 00´´ (N),-096° 07´ 59´´ (W),2014-07-01,207,Republica de Cuba,La Habana,+23° 08´ 14´´ (N),-082° 23´ 48´´ (W),7,6,991
2014,2014-07-07,207,Republica de Cuba,La Habana,+23° 08´ 14´´ (N),-082° 23´ 48´´ (W),2014-07-10,215,Republica de Haiti,Puerto Principe,+18° 32´ 17´´ (N),-072° 20´ 32´´ (W),3,1,663
2014,2014-07-11,215,Republica de Haiti,Puerto Principe,+18° 32´ 17´´ (N),-072° 20´ 32´´ (W),2014-07-18,226,Republica Bolivariana de Venezuela,Maracaibo,+10° 39´ 33´´ (N),-071° 36´ 12´´ (W),7,6,918
2014,2014-07-24,226,Republica Bolivariana de Venezuela,Maracaibo,+10° 39´ 33´´ (N),-071° 36´ 12´´ (W),2014-08-01,232,Surinam,Paramaribo,+05° 52´ 50´´ (N),-055° 12´ 52´´ (W),8,1,1255
2014,2014-08-02,232,Surinam,Paramaribo,+05° 52´ 50´´ (N),-055° 12´ 52´´ (W),2014-08-10,203,Republica Federativa de Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),8,4,1263
2014,2014-08-14,203,Republica Federativa de Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),2014-08-23,203,Republica Federativa de Brasil,Salvador de Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),9,4,926
2014,2014-08-27,203,Republica Federativa de Brasil,Salvador de Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),2014-09-05,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),9,5,903
2014,2014-09-10,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),2014-09-20,200,Republica Argentina,Puerto Madryn,-42° 44´ 36´´ (S),-065° 03´ 19´´ (W),10,4,1684
2014,2014-09-24,200,Republica Argentina,Puerto Madryn,-42° 44´ 36´´ (S),-065° 03´ 19´´ (W),2014-10-02,208,Republica de Chile,Punta Arenas,-53° 06´ 06´´ (S),-070° 56´ 28´´ (W),8,4,961
2014,2014-10-06,208,Republica de Chile,Punta Arenas,-53° 06´ 06´´ (S),-070° 56´ 28´´ (W),2014-10-09,200,Republica Argentina,Ushuaia,-54° 47´ 17´´ (S),-068° 17´ 40´´ (W),3,5,271
2014,2014-10-14,200,Republica Argentina,Ushuaia,-54° 47´ 17´´ (S),-068° 17´ 40´´ (W),2014-10-27,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),13,3,1596
2014,2014-10-30,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),2014-11-01,200,Republica Argentina,Mar del Plata,-38° 01´ 59´´ (S),-057° 31´ 59´´ (W),2,,246
2016,2016-04-23,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2016-05-06,203,Republica Federativa del Brasil,Recife,-08° 02´ 01´´ (S),-034° 52´ 29´´ (W),13,4,2251
2016,2016-05-10,203,Republica Federativa de Brasil,Recife,-08° 02´ 01´´ (S),-034° 52´ 29´´ (W),2016-06-03,212,Estados Unidos de America,Baltimore,+39° 16´ 52´´ (N),-076° 35´ 44´´ (W),24,5,3936
2016,2016-06-08,212,Estados Unidos de America,Baltimore,+39° 16´ 52´´ (N),-076° 35´ 44´´ (W),2016-06-09,212,Estados Unidos de America,Norfolk,+36 51´ 09´´ (N),-076° 20´ 14´´ (W),1,3,248
2016,2016-06-12,212,Estados Unidos de America,Norfolk,+36° 51´ 09´´ (N),-076° 20´ 14´´ (W),2016-06-14,212,Estados Unidos de America,Nueva York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),2,4,407
2016,2016-06-18,212,Estados Unidos de America,New York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),2016-07-08,423,Paises Bajos,Amsterdam,+52° 22´ 31´´ (N),+004° 54´ 14´´ (E),20,5,3527
2016,2016-07-13,423,Paises Bajos,Amsterdam,+52° 22´ 31´´ (N),+004° 54´ 14´´ (E),2016-07-16,412,Republica Francesa,Brest,+48° 23´ 12´´ (N),-004° 29´ 26´´ (W),3,5,607
2016,2016-07-21,412,Republica Francesa,Brest,+48° 23´ 12´´ (N),-004° 29´ 26´´ (W),2016-07-23,426,Reino Unido de Gran Bretania e Irlanda del Norte,Liverpool,+53° 24´ 35´´ (N),-002° 59´ 32´´ (W),2,3,519
2016,2016-07-26,426,Reino Unido de Gran Bretania e Irlanda del Norte ,Liverpool,+53° 24´ 35´´ (N),-002° 59´ 32´´ (W),2016-07-27,415,Republica de Irlanda,Dublin,+53° 20´ 36´´ (N),-006° 13´ 35´´ (W),1,4,169
2016,2016-07-31,415,Republica de Irlanda,Dublin,+53° 20´ 36´´ (N),-006° 13´ 35´´ (W),2016-08-04,410,Reino de Espania,El Ferrol,+43° 28´ 02´´ (N),-008° 17´ 13´´ (W),4,5,664
2016,2016-08-09,410,Reino de Espania,El Ferrol,+43° 28´ 02´´ (N),-008° 17´ 13´´ (W),2016-08-18,412,Republica Francesa,Toulon,+43° 07´ 00´´ (N),+005° 56´ 00´´ (E),9,5,1572
2016,2016-08-23,412,Republica Francesa,Toulon,+43° 07´ 00´´ (N),+005° 56´ 00´´ (E),2016-08-25,417,Republica Italiana,Civitavecchia,+42° 05´ 47´´ (N),+011° 47´ 14´´ (E),2,5,346
2016,2016-08-30,417,Republica Italiana,Civitavecchia,+42° 05´ 47´´ (N),+011° 47´ 14´´ (E),2016-09-03,413,Republica Helenica,El Pireo,+37° 57´ 00´´ (N),+011° 47´ 14´´ (E),4,4,1015
2016,2016-09-07,413,Republica Helenica,El Pireo,+37° 57´ 00´´ (N),+011° 47´ 14´´ (E),2016-09-17,410,Reino de Espania,Cadiz,+36° 31´ 21´´ (N),-006° 16´ 53´´ (W),10,5,1732
2016,2016-09-22,410,Reino de Espania,Cadiz,+36° 31´ 21´´ (N),-006° 16´ 53´´ (W),2016-10-19,203,Republica Federativa del Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),27,5,4333
2016,2016-10-24,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),2016-10-31,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),7,3,1839
2016,2016-11-03,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),2016-11-05,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2,,146
2017,2017-03-25,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2017-04-08,203,Republica Federativa del Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),14,3,2719
2017,2017-04-11,203,Republica Federativa de Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),2017-05-04,218,Estados Unidos Mexicanos,Veracruz,+19° 12´ 00´´ (N),-096° 07´ 59´´ (W),23,5,4923
2017,2017-05-09,218,Estados Unidos Mexicanos,Veracruz,+19° 12´ 00´´ (N),-096° 07´ 59´´ (W),2017-05-18,212,Estados Unidos,Charleston,+32° 46´ 34´´ (N),-079° 55´ 41´´ (W),9,3,1520
2017,2017-05-21,212,Estados Unidos de America,Charleston,+32° 46´ 34´´ (N),-079° 55´ 41´´ (W),2017-05-24,212,Estados Unidos,Miami,+25° 46´ 33´´ (N),-080° 11´ 22´´ (W),3,4,555
2017,2017-05-28,212,Estados Unidos de America,Miami,+25° 46´ 33´´ (N),-080° 11´ 22´´ (W),2017-06-17,423,Paises Bajos,Den Helder,+52° 57´ 39´´ (N),+004° 45´ 33´´ (E),20,7,4470
2017,2017-06-25,423,Paises Bajos,Den Helder,+52° 57´ 39´´ (N),+004° 45´ 33´´ (E),2017-06-29,438,Republica Federal de Alemania,Wilhelmshaven,+53° 32´ 04´´ (N),+008° 10´ 08´´ (E),5,3,281
2017,2017-07-02,438,Republica Federal de Alemania,Wilhelmshaven,+53° 32´ 04´´ (N),+008° 10´ 08´´ (E),2017-07-05,438,Republica Federal de Alemania,Hamburgo,+53° 32´ 51´´ (N),+009° 58´ 09´´ (E),3,5,184
2017,2017-07-10,438,Republica Federal de Alemania,Hamburgo,+53° 32´ 51´´ (N),+009° 58´ 09´´ (E),2017-07-14,429,Reino de Suecia,Malmo,+55° 34´ 13´´ (N),+012° 53´ 52´´ (E),4,3,613
2017,2017-07-17,429,Reino de Suecia,Malmo,+55° 34´ 13´´ (N),+012° 53´ 52´´ (E),2017-07-22,412,Republica Francesa,Boulogne Sur Mer,+50° 43´ 48´´ (N),+001° 35´ 37´´ (E),5,3,835
2017,2017-07-25,412,Republica Francesa,Boulogne Sur Mer,+50° 43´ 48´´ (N),+001° 35´ 37´´ (E),2017-07-26,426,Reino Unido de Gran Bretania e Irlanda del Norte,Southampton,+50° 53´ 38´´ (N),-001° 22´ 31´´ (W),1,4,173
2017,2017-07-30,426,Reino Unido de Gran Bretania e Irlanda del Norte,Southampton,+50° 53´ 38´´ (N),-001° 22´ 31´´ (W),2017-08-09,410,Reino de Espania,Barcelona,+41 21´ 00´´ (N),+002° 10´ 00´´ (E),10,5,1839
2017,2017-08-14,410,Reino de Espania,Barcelona,+41° 21´ 00´´ (N),+002° 10´ 00´´ (E),2017-08-23,410,Reino de Espania,Santa Cruz de Tenerife,+28 29´ 02´´ (N),-016° 14´ 55´´ (W),9,3,1661
2017,2017-08-26,410,Reino de Espania,Santa Cruz de Tenerife,+28° 29´ 02´´ (N),-016° 14´ 55´´ (W),2017-09-19,203,Republica Federativa del Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),24,4,3824
2017,2017-09-23,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),2017-09-30,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),7,3,1054
2017,2017-10-03,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),2017-10-05,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2,0,152
2018,2018-03-17,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2018-03-25,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),8,7,1300
2018,2018-04-01,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),2018-04-12,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),9,3,1308
2018,2018-04-15,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),2018-04-16,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1,7,104
2018,2018-04-23,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2018-05-03,200,Republica Argentina,Ushuaia,-54° 47´ 17´´ (S),-068° 17´ 40´´ (W),10,4,1980
2018,2018-05-07,200,Republica Argentina,Ushuaia,-54° 47´ 17´´ (S),-068° 17´ 40´´ (W),2018-05-11,208,Republica de Chile,Punta Arenas,-53° 06´ 06´´ (S),-070° 56´ 28´´ (W),4,4,499
2018,2018-05-15,208,Republica de Chile,Punta Arenas,-53° 06´ 06´´ (S),-070° 56´ 28´´ (W),2018-05-23,208,Republica de Chile,Talcahuano,-36° 41´ 08´´ (S),-073° 06´ 20´´ (W),8,3,1657
2018,2018-05-26,208,Republica de Chile,Talcahuano,-36° 41´ 08´´ (S),-073° 06´ 20´´ (W),2018-05-28,208,Republica de Chile,Valparaiso,-33° 03´ 01´´ (S),-071° 38´ 20´´ (W),2,6,301
2018,2018-06-03,208,Republica de Chile,Valparaiso,-33° 03´ 01´´ (S),-071° 38´ 20´´ (W),2018-06-08,208,Republica de Chile,Antofagasta,-23° 39´ 25´´ (S),-070° 23´ 51´´ (W),5,2,816
2018,2018-06-11,208,Republica de Chile,Antofagasta,-23° 39´ 25´´ (S),-070° 23´ 51´´ (W),2018-06-17,222,Republica del Peru,El Callao,-12° 03´ 13´´ (S),-077° 07´ 16´´ (W),6,5,1122
2018,2018-06-22,222,Republica del Peru,El Callao,-12° 03´ 13´´ (S),-077° 07´ 16´´ (W),2018-06-28,210,Republica del Ecuador,Guayaquil,-02° 14´ 25´´ (S),-079° 52´ 53´´ (W),6,4,876
2018,2018-07-02,210,Republica del Ecuador,Guayaquil,-02° 14´ 25´´ (S),-079° 52´ 53´´ (W),2018-07-07,220,Republica de Panama,Balboa,+08° 56´ 22´´ (N),-079° 33´ 17´´ (W),4,4,843
2018,2018-07-10,220,Republica de Panama,Balboa,+08° 56´ 22´´ (N),-079° 33´ 17´´ (W),2018-07-21,205,Republica de Colombia,Cartagena de Indias,+10° 24´ 09´´ (N),-075° 31´ 12´´ (W),11,5,1136
2018,2018-07-26,205,Republica de Colombia,Cartagena de Indias,+10° 24´ 09´´ (N),-075° 31´ 12´´ (W),2018-07-27,205,Republica de Colombia,Santa Marta ,+11° 14´ 11´´ (N),-074° 12´ 55´´ (W),1,4,126
2018,2018-07-31,205,Republica de Colombia,Santa Marta ,+11° 14´ 11´´ (N),-074° 12´ 55´´ (W),2018-08-09,209,Republica Dominicana,Santo Domingo,+18° 28´ 17´´ (N),-069° 52´ 29´´ (W),10,4,842
2018,2018-08-13,209,Republica Dominicana,Santo Domingo,+18° 28´ 17´´ (N),-069° 52´ 29´´ (W),2018-08-21,218,Estados Unidos Mexicanos,Cozumel,+20° 20´ 21´´ (N),-086° 55´ 38´´ (W),8,2,1195
2018,2018-08-23,218,Estados Unidos Mexicanos,Cozumel,+20° 20´ 21´´ (N),-086° 55´ 38´´ (W),2018-08-27,218,Estados Unidos Mexicanos,Veracruz,+19° 12´ 00´´ (N),-096° 07´ 59´´ (W),4,6,769
2018,2018-09-02,218,Estados Unidos Mexicanos,Veracruz,+19° 12´ 00´´ (N),-096° 07´ 59´´ (W),2018-09-21,212,Estados Unidos de America,Baltimore,+39° 16´ 52´´ (N),-076° 35´ 44´´ (W),19,7,3928
2018,2018-09-28,212,Estados Unidos de America,Baltimore,+39° 16´ 52´´ (N),-076° 35´ 44´´ (W),2018-10-06,223,Estado Libre Asociado de Puerto Rico,Municipio Autonomo de San Juan,+18° 27´ 27´´ (N),-066° 12´ 32´´ (W),8,3,1635
2018,2018-10-09,223,Estado Libre Asociado de Puerto Rico,Municipio Autonomo de San Juan,+18° 27´ 27´´ (N),-066° 12´ 32´´ (W),2018-10-23,203,Republica Federativa de Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),14,3,2181
2018,2018-10-26,203,Republica Federativa de Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),2018-11-12,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),17,3,2853
2018,2018-11-15,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),2018-11-18,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),3,,104
