"sector_id","sector_nombre","variable_id","actividad_producto_nombre","indicador","unidad_de_medida","fuente","frecuencia_nombre","cobertura_nombre","alcance_tipo","alcance_id","alcance_nombre","indice_tiempo","valor"
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",1997-01-01,33600
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",1998-01-01,41250
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",1999-01-01,41803
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2000-01-01,51000
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2001-01-01,50000
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2002-01-01,53000
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2003-01-01,47000
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2004-01-01,54000
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2005-01-01,59000
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2006-01-01,60000
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2007-01-01,57000
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2008-01-01,47900
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2009-01-01,55000
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2010-01-01,43000
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2011-01-01,68037
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2012-01-01,54307
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2013-01-01,49462
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2014-01-01,33700
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2015-01-01,63696
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2016-01-01,66547
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2017-01-01,63696
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2018-01-01,75379
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2019-01-01,59001
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2020-01-01,59001
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2021-01-01,52500
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2022-01-01,52650
38,"Limón",949,"Jugo de limón concentrado congelado","Elaboración","tn","FEDERCITRUS","Anual","Nacional","PAIS","200","Argentina",2023-01-01,69343
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",1995-01-01,470
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",1996-01-01,560
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",1997-01-01,560
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",1998-01-01,560
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",1999-01-01,560
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2000-01-01,560
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2001-01-01,560
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2002-01-01,150
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2003-01-01,150
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2004-01-01,150
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2005-01-01,150
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2006-01-01,150
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2007-01-01,98
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2008-01-01,98
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2009-01-01,88
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2010-01-01,79
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2011-01-01,67
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2012-01-01,52
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2013-01-01,40
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2014-01-01,60
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2015-01-01,45
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2016-01-01,60
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2017-01-01,76
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2018-01-01,62
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2019-01-01,NA
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2020-01-01,NA
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2021-01-01,NA
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2022-01-01,69
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","06","BUENOS AIRES",2023-01-01,120
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2001-01-01,80
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2002-01-01,80
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2003-01-01,50
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2004-01-01,50
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2005-01-01,50
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2006-01-01,50
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2007-01-01,50
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2008-01-01,50
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2009-01-01,50
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2010-01-01,50
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2011-01-01,50
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2012-01-01,50
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2013-01-01,50
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2014-01-01,50
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2015-01-01,50
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2016-01-01,0
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2017-01-01,41
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2018-01-01,51
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2019-01-01,NA
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2020-01-01,NA
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2021-01-01,NA
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2022-01-01,50
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","10","CATAMARCA",2023-01-01,50
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","18","CORRIENTES",1995-01-01,1974
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","18","CORRIENTES",1996-01-01,2250
38,"Limón",950,"Limón","Área Sembrada","ha","FEDERCITRUS","Anual","Nacional","PROVINCIA","18","CORRIENTES",1997-01-01,2700
